year,cable_id,ocean_route,operator_type,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,route_redundancy,is_low_redundancy,vulnerability_index,fault_this_year,fault_next_year,prev_fault,fault_3y,never_faulted,yrs_since_fault,cum_fault_rate,history_available
2021,CAB0425,Trans-Atlantic,carrier,8.0,6.0,5639.0,5.0,,176.6,116.7,52.7,1.0,50.0,0.0,12.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0425,Trans-Atlantic,carrier,9.0,6.0,5639.0,5.0,,176.6,151.8,71.0,1.0,51.0,0.0,14.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0425,Trans-Atlantic,carrier,10.0,6.0,5639.0,5.0,,176.6,155.0,50.7,1.0,54.0,0.0,15.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0425,Trans-Atlantic,carrier,11.0,6.0,5639.0,5.0,,176.6,167.1,31.3,1.0,58.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0425,Trans-Atlantic,carrier,12.0,6.0,5639.0,5.0,,176.6,155.0,64.0,1.0,62.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0426,Intra-Pacific-Islands,carrier,4.0,6.0,3396.0,3.0,,159.4,88.9,61.0,0.0,28.0,1.0,42.1,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0426,Intra-Pacific-Islands,carrier,5.0,6.0,3396.0,3.0,,159.4,86.7,16.1,0.0,29.0,1.0,43.7,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0426,Intra-Pacific-Islands,carrier,6.0,6.0,3396.0,3.0,,159.4,103.8,41.2,0.0,29.0,1.0,45.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0426,Intra-Pacific-Islands,carrier,7.0,6.0,3396.0,3.0,,159.4,100.3,77.4,0.0,30.0,1.0,46.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0426,Intra-Pacific-Islands,carrier,8.0,6.0,3396.0,3.0,,159.4,113.5,80.1,0.0,35.0,1.0,48.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0426,Intra-Pacific-Islands,carrier,9.0,6.0,3396.0,3.0,,159.4,123.5,51.1,0.0,40.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0426,Intra-Pacific-Islands,carrier,10.0,6.0,3396.0,3.0,,159.4,131.5,57.6,0.0,41.0,0.0,31.7,0.0,1.0,0.0,0.0,1,99,0.0,1
2022,CAB0426,Intra-Pacific-Islands,carrier,11.0,6.0,3396.0,3.0,,159.4,144.0,95.4,0.0,43.0,0.0,33.3,1.0,0.0,0.0,1.0,0,0,0.125,1
2023,CAB0426,Intra-Pacific-Islands,carrier,12.0,6.0,3396.0,3.0,,159.4,155.1,47.5,0.0,45.0,0.0,34.9,0.0,0.0,1.0,1.0,0,1,0.1111111111111111,1
2024,CAB0426,Intra-Pacific-Islands,carrier,13.0,6.0,3396.0,3.0,,159.4,159.4,63.3,0.0,48.0,0.0,36.5,0.0,0.0,0.0,1.0,0,2,0.1,1
2025,CAB0426,Intra-Pacific-Islands,carrier,14.0,6.0,3396.0,3.0,,159.4,159.4,100.0,0.0,50.0,0.0,38.1,0.0,0.0,0.0,0.0,0,3,0.09090909090909091,1
2015,CAB0427,Trans-Atlantic,hyperscaler,13.0,8.0,5510.0,5.0,,109.7,109.7,92.1,0.0,33.0,1.0,56.3,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0427,Trans-Atlantic,hyperscaler,14.0,8.0,5510.0,5.0,,109.7,109.7,100.0,0.0,37.0,1.0,57.9,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0427,Trans-Atlantic,hyperscaler,15.0,8.0,5510.0,5.0,,109.7,109.7,84.0,0.0,37.0,1.0,59.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0427,Trans-Atlantic,hyperscaler,16.0,8.0,5510.0,5.0,,109.7,109.7,48.7,0.0,40.0,0.0,41.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0427,Trans-Atlantic,hyperscaler,17.0,8.0,5510.0,5.0,,109.7,109.7,62.9,0.0,45.0,0.0,42.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0427,Trans-Atlantic,hyperscaler,18.0,8.0,5510.0,5.0,,109.7,109.7,80.4,0.0,48.0,0.0,44.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0427,Trans-Atlantic,hyperscaler,19.0,8.0,5510.0,5.0,,109.7,109.7,95.5,0.0,50.0,0.0,46.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0427,Trans-Atlantic,hyperscaler,20.0,8.0,5510.0,5.0,,109.7,109.7,100.0,0.0,51.0,0.0,47.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0427,Trans-Atlantic,hyperscaler,21.0,8.0,5510.0,5.0,,109.7,109.7,89.4,0.0,54.0,0.0,49.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0427,Trans-Atlantic,hyperscaler,22.0,8.0,5510.0,5.0,,109.7,109.7,69.9,0.0,58.0,0.0,50.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0427,Trans-Atlantic,hyperscaler,23.0,8.0,5510.0,5.0,,109.7,109.7,61.9,0.0,62.0,0.0,52.4,0.0,1.0,0.0,0.0,1,99,0.0,1
2021,CAB0428,EMEA-Asia,carrier,0.0,5.0,8070.0,4.0,,204.3,33.1,15.4,0.0,44.0,0.0,15.9,0.0,0.0,,0.0,1,99,0.0,0
2022,CAB0428,EMEA-Asia,carrier,1.0,5.0,8070.0,4.0,,204.3,48.1,45.0,0.0,45.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2023,CAB0428,EMEA-Asia,carrier,2.0,5.0,8070.0,4.0,,204.3,96.9,58.6,0.0,47.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2024,CAB0428,EMEA-Asia,carrier,3.0,5.0,8070.0,4.0,,204.3,79.0,48.7,0.0,48.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0428,EMEA-Asia,carrier,4.0,5.0,8070.0,4.0,,204.3,113.8,18.8,0.0,47.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0429,Trans-Atlantic,hyperscaler,9.0,10.0,5761.0,6.0,,194.3,157.6,60.0,1.0,33.0,1.0,34.1,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0429,Trans-Atlantic,hyperscaler,10.0,10.0,5761.0,6.0,,194.3,157.7,37.2,1.0,37.0,1.0,35.7,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0429,Trans-Atlantic,hyperscaler,11.0,10.0,5761.0,6.0,,194.3,162.6,71.4,1.0,37.0,1.0,37.3,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0429,Trans-Atlantic,hyperscaler,12.0,10.0,5761.0,6.0,,194.3,174.2,76.0,1.0,40.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0429,Trans-Atlantic,hyperscaler,13.0,10.0,5761.0,6.0,,194.3,194.3,82.4,1.0,45.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0429,Trans-Atlantic,hyperscaler,14.0,10.0,5761.0,6.0,,194.3,194.3,74.3,1.0,48.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0429,Trans-Atlantic,hyperscaler,15.0,10.0,5761.0,6.0,,194.3,194.3,56.7,1.0,50.0,0.0,23.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0429,Trans-Atlantic,hyperscaler,16.0,10.0,5761.0,6.0,,194.3,194.3,52.6,1.0,51.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0429,Trans-Atlantic,hyperscaler,17.0,10.0,5761.0,6.0,,194.3,194.3,60.9,1.0,54.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0429,Trans-Atlantic,hyperscaler,18.0,10.0,5761.0,6.0,,194.3,194.3,52.5,1.0,58.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0429,Trans-Atlantic,hyperscaler,19.0,10.0,5761.0,6.0,,194.3,194.3,95.7,1.0,62.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0430,Intra-Pacific-Islands,hyperscaler,0.0,24.0,694.0,6.0,,1083.4,244.1,31.2,1.0,48.0,0.0,0.0,0.0,0.0,,0.0,1,99,0.0,0
2025,CAB0430,Intra-Pacific-Islands,hyperscaler,1.0,24.0,694.0,6.0,,1083.4,433.7,36.8,1.0,50.0,0.0,1.6,0.0,0.0,0.0,0.0,1,99,0.0,0
2015,CAB0431,Intra-Europe,consortium,4.0,4.0,1044.0,3.0,,106.3,50.7,65.2,1.0,41.0,0.0,6.3,1.0,0.0,,1.0,0,0,1.0,0
2016,CAB0431,Intra-Europe,consortium,5.0,4.0,1044.0,3.0,,106.3,58.6,20.4,1.0,42.0,0.0,7.9,0.0,0.0,1.0,1.0,0,1,0.5,0
2017,CAB0431,Intra-Europe,consortium,6.0,4.0,1044.0,3.0,,106.3,62.5,35.3,1.0,44.0,0.0,9.5,0.0,0.0,0.0,1.0,0,2,0.3333333333333333,0
2018,CAB0431,Intra-Europe,consortium,7.0,4.0,1044.0,3.0,,106.3,67.2,50.7,1.0,45.0,0.0,11.1,0.0,0.0,0.0,0.0,0,3,0.25,1
2019,CAB0431,Intra-Europe,consortium,8.0,4.0,1044.0,3.0,,106.3,75.2,64.6,1.0,47.0,0.0,12.7,0.0,0.0,0.0,0.0,0,4,0.2,1
2020,CAB0431,Intra-Europe,consortium,9.0,4.0,1044.0,3.0,,106.3,86.4,64.1,1.0,49.0,0.0,14.3,0.0,0.0,0.0,0.0,0,5,0.16666666666666666,1
2021,CAB0431,Intra-Europe,consortium,10.0,4.0,1044.0,3.0,,106.3,94.3,28.1,1.0,49.0,0.0,15.9,0.0,0.0,0.0,0.0,0,6,0.14285714285714285,1
2022,CAB0431,Intra-Europe,consortium,11.0,4.0,1044.0,3.0,,106.3,96.5,36.2,1.0,52.0,0.0,17.5,0.0,0.0,0.0,0.0,0,7,0.125,1
2023,CAB0431,Intra-Europe,consortium,12.0,4.0,1044.0,3.0,,106.3,102.2,69.5,1.0,53.0,0.0,19.0,0.0,1.0,0.0,0.0,0,8,0.1111111111111111,1
2024,CAB0431,Intra-Europe,consortium,13.0,4.0,1044.0,3.0,,106.3,106.3,44.5,1.0,53.0,0.0,20.6,1.0,0.0,0.0,1.0,0,0,0.2,1
2025,CAB0431,Intra-Europe,consortium,14.0,4.0,1044.0,3.0,,106.3,106.3,73.0,1.0,58.0,0.0,22.2,0.0,1.0,1.0,1.0,0,1,0.18181818181818182,1
2019,CAB0432,Trans-Atlantic,consortium,0.0,16.0,5152.0,3.0,,608.0,123.7,47.2,0.0,45.0,0.0,15.9,0.0,0.0,,0.0,1,99,0.0,0
2020,CAB0432,Trans-Atlantic,consortium,1.0,16.0,5152.0,3.0,,608.0,170.0,15.9,0.0,48.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2021,CAB0432,Trans-Atlantic,consortium,2.0,16.0,5152.0,3.0,,608.0,220.5,87.1,0.0,50.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2022,CAB0432,Trans-Atlantic,consortium,3.0,16.0,5152.0,3.0,,608.0,350.1,61.7,0.0,51.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0432,Trans-Atlantic,consortium,4.0,16.0,5152.0,3.0,,608.0,304.3,95.5,0.0,54.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0432,Trans-Atlantic,consortium,5.0,16.0,5152.0,3.0,,608.0,328.3,55.9,0.0,58.0,0.0,23.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0432,Trans-Atlantic,consortium,6.0,16.0,5152.0,3.0,,608.0,400.7,60.1,0.0,62.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0433,Africa-Coastal,consortium,12.0,28.0,7685.0,10.0,,424.0,424.0,40.1,1.0,36.0,1.0,38.9,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0433,Africa-Coastal,consortium,13.0,28.0,7685.0,10.0,,424.0,424.0,51.8,1.0,37.0,1.0,40.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0433,Africa-Coastal,consortium,14.0,28.0,7685.0,10.0,,424.0,424.0,66.1,1.0,40.0,0.0,22.2,0.0,1.0,0.0,0.0,1,99,0.0,0
2018,CAB0433,Africa-Coastal,consortium,15.0,28.0,7685.0,10.0,,424.0,424.0,57.0,1.0,40.0,0.0,23.8,1.0,0.0,0.0,1.0,0,0,0.25,1
2019,CAB0433,Africa-Coastal,consortium,16.0,28.0,7685.0,10.0,,424.0,424.0,100.0,1.0,42.0,0.0,25.4,0.0,0.0,1.0,1.0,0,1,0.2,1
2020,CAB0433,Africa-Coastal,consortium,17.0,28.0,7685.0,10.0,,424.0,424.0,71.6,1.0,43.0,0.0,27.0,0.0,0.0,0.0,1.0,0,2,0.16666666666666666,1
2021,CAB0433,Africa-Coastal,consortium,18.0,28.0,7685.0,10.0,,424.0,424.0,67.2,1.0,44.0,0.0,28.6,0.0,0.0,0.0,0.0,0,3,0.14285714285714285,1
2022,CAB0433,Africa-Coastal,consortium,19.0,28.0,7685.0,10.0,,424.0,424.0,60.8,1.0,45.0,0.0,30.2,0.0,0.0,0.0,0.0,0,4,0.125,1
2023,CAB0433,Africa-Coastal,consortium,20.0,28.0,7685.0,10.0,,424.0,424.0,66.3,1.0,47.0,0.0,31.7,0.0,0.0,0.0,0.0,0,5,0.1111111111111111,1
2024,CAB0433,Africa-Coastal,consortium,21.0,28.0,7685.0,10.0,,424.0,424.0,83.7,1.0,49.0,0.0,33.3,0.0,0.0,0.0,0.0,0,6,0.1,1
2025,CAB0433,Africa-Coastal,consortium,22.0,28.0,7685.0,10.0,,424.0,424.0,99.9,1.0,52.0,0.0,34.9,0.0,0.0,0.0,0.0,0,7,0.09090909090909091,1
2015,CAB0434,Intra-Europe,government,2.0,4.0,547.0,8.0,,117.7,44.9,44.8,0.0,41.0,0.0,19.0,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0434,Intra-Europe,government,3.0,4.0,547.0,8.0,,117.7,47.7,73.6,0.0,42.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0434,Intra-Europe,government,4.0,4.0,547.0,8.0,,117.7,56.8,61.7,0.0,44.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0434,Intra-Europe,government,5.0,4.0,547.0,8.0,,117.7,72.3,45.6,0.0,45.0,0.0,23.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0434,Intra-Europe,government,6.0,4.0,547.0,8.0,,117.7,67.2,24.8,0.0,47.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0434,Intra-Europe,government,7.0,4.0,547.0,8.0,,117.7,83.1,38.7,0.0,49.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0434,Intra-Europe,government,8.0,4.0,547.0,8.0,,117.7,80.0,30.1,0.0,49.0,0.0,28.6,0.0,1.0,0.0,0.0,1,99,0.0,1
2022,CAB0434,Intra-Europe,government,9.0,4.0,547.0,8.0,,117.7,100.6,32.7,0.0,52.0,0.0,30.2,1.0,1.0,0.0,1.0,0,0,0.125,1
2023,CAB0434,Intra-Europe,government,10.0,4.0,547.0,8.0,,117.7,92.0,85.2,0.0,53.0,0.0,31.7,1.0,0.0,1.0,2.0,0,0,0.2222222222222222,1
2024,CAB0434,Intra-Europe,government,11.0,4.0,547.0,8.0,,117.7,106.1,71.4,0.0,53.0,0.0,33.3,0.0,0.0,1.0,2.0,0,1,0.2,1
2025,CAB0434,Intra-Europe,government,12.0,4.0,547.0,8.0,,117.7,117.7,65.4,0.0,58.0,0.0,34.9,0.0,0.0,0.0,1.0,0,2,0.18181818181818182,1
2015,CAB0435,Indian-Ocean,carrier,0.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,55.0,36.4,1.0,31.0,1.0,47.6,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0435,Indian-Ocean,carrier,1.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,88.1,26.6,1.0,33.0,1.0,49.2,0.0,1.0,0.0,0.0,1,99,0.0,0
2017,CAB0435,Indian-Ocean,carrier,2.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,111.3,12.6,1.0,33.0,1.0,50.8,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,0
2018,CAB0435,Indian-Ocean,carrier,3.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,150.3,65.6,1.0,35.0,1.0,52.4,0.0,0.0,1.0,1.0,0,1,0.25,1
2019,CAB0435,Indian-Ocean,carrier,4.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,132.5,22.2,1.0,35.0,1.0,54.0,0.0,0.0,0.0,1.0,0,2,0.2,1
2020,CAB0435,Indian-Ocean,carrier,5.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,145.7,64.2,1.0,36.0,1.0,55.6,0.0,0.0,0.0,0.0,0,3,0.16666666666666666,1
2021,CAB0435,Indian-Ocean,carrier,6.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,161.4,38.0,1.0,39.0,1.0,57.1,0.0,0.0,0.0,0.0,0,4,0.14285714285714285,1
2022,CAB0435,Indian-Ocean,carrier,7.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,210.3,35.4,1.0,39.0,1.0,58.7,0.0,0.0,0.0,0.0,0,5,0.125,1
2023,CAB0435,Indian-Ocean,carrier,8.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,206.7,40.3,1.0,40.0,0.0,40.5,0.0,0.0,0.0,0.0,0,6,0.1111111111111111,1
2024,CAB0435,Indian-Ocean,carrier,9.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,216.3,57.4,1.0,41.0,0.0,42.1,0.0,0.0,0.0,0.0,0,7,0.1,1
2025,CAB0435,Indian-Ocean,carrier,10.0,9.0,10735.0,3.0,Bab-el-Mandeb,290.6,222.5,88.0,1.0,44.0,0.0,43.7,0.0,0.0,0.0,0.0,0,8,0.09090909090909091,1
2015,CAB0436,Intra-Europe,consortium,2.0,6.0,1100.0,4.0,,176.6,63.4,20.1,0.0,41.0,0.0,19.0,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0436,Intra-Europe,consortium,3.0,6.0,1100.0,4.0,,176.6,81.8,47.5,0.0,42.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0436,Intra-Europe,consortium,4.0,6.0,1100.0,4.0,,176.6,77.9,30.1,0.0,44.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0436,Intra-Europe,consortium,5.0,6.0,1100.0,4.0,,176.6,94.7,23.1,0.0,45.0,0.0,23.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0436,Intra-Europe,consortium,6.0,6.0,1100.0,4.0,,176.6,97.6,74.7,0.0,47.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0436,Intra-Europe,consortium,7.0,6.0,1100.0,4.0,,176.6,136.4,51.8,0.0,49.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0436,Intra-Europe,consortium,8.0,6.0,1100.0,4.0,,176.6,133.4,45.6,0.0,49.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0436,Intra-Europe,consortium,9.0,6.0,1100.0,4.0,,176.6,142.6,45.7,0.0,52.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0436,Intra-Europe,consortium,10.0,6.0,1100.0,4.0,,176.6,146.5,65.8,0.0,53.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0436,Intra-Europe,consortium,11.0,6.0,1100.0,4.0,,176.6,159.6,75.4,0.0,53.0,0.0,33.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0436,Intra-Europe,consortium,12.0,6.0,1100.0,4.0,,176.6,176.6,100.0,0.0,58.0,0.0,34.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0437,Intra-Europe,consortium,1.0,9.0,376.0,5.0,,277.7,90.1,53.1,0.0,41.0,0.0,17.5,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0437,Intra-Europe,consortium,2.0,9.0,376.0,5.0,,277.7,118.9,52.3,0.0,42.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0437,Intra-Europe,consortium,3.0,9.0,376.0,5.0,,277.7,123.2,33.6,0.0,44.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0437,Intra-Europe,consortium,4.0,9.0,376.0,5.0,,277.7,160.1,45.7,0.0,45.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0437,Intra-Europe,consortium,5.0,9.0,376.0,5.0,,277.7,167.6,31.3,0.0,47.0,0.0,23.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0437,Intra-Europe,consortium,6.0,9.0,376.0,5.0,,277.7,164.8,21.6,0.0,49.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0437,Intra-Europe,consortium,7.0,9.0,376.0,5.0,,277.7,192.6,37.3,0.0,49.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0437,Intra-Europe,consortium,8.0,9.0,376.0,5.0,,277.7,225.3,65.3,0.0,52.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0437,Intra-Europe,consortium,9.0,9.0,376.0,5.0,,277.7,216.6,59.7,0.0,53.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0437,Intra-Europe,consortium,10.0,9.0,376.0,5.0,,277.7,239.1,74.7,0.0,53.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0437,Intra-Europe,consortium,11.0,9.0,376.0,5.0,,277.7,277.7,78.4,0.0,58.0,0.0,33.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2016,CAB0438,Intra-Asia,hyperscaler,0.0,19.0,2912.0,4.0,,640.6,122.5,36.6,0.0,59.0,0.0,15.9,0.0,1.0,,0.0,1,99,0.0,0
2017,CAB0438,Intra-Asia,hyperscaler,1.0,19.0,2912.0,4.0,,640.6,185.2,62.1,0.0,60.0,0.0,17.5,1.0,0.0,0.0,1.0,0,0,0.5,0
2018,CAB0438,Intra-Asia,hyperscaler,2.0,19.0,2912.0,4.0,,640.6,253.5,15.6,0.0,62.0,0.0,19.0,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,0
2019,CAB0438,Intra-Asia,hyperscaler,3.0,19.0,2912.0,4.0,,640.6,284.9,53.3,0.0,64.0,0.0,20.6,0.0,0.0,0.0,1.0,0,2,0.25,1
2020,CAB0438,Intra-Asia,hyperscaler,4.0,19.0,2912.0,4.0,,640.6,308.0,58.6,0.0,66.0,0.0,22.2,0.0,0.0,0.0,0.0,0,3,0.2,1
2021,CAB0438,Intra-Asia,hyperscaler,5.0,19.0,2912.0,4.0,,640.6,365.1,11.9,0.0,69.0,0.0,23.8,0.0,0.0,0.0,0.0,0,4,0.16666666666666666,1
2022,CAB0438,Intra-Asia,hyperscaler,6.0,19.0,2912.0,4.0,,640.6,324.5,50.5,0.0,70.0,0.0,25.4,0.0,0.0,0.0,0.0,0,5,0.14285714285714285,1
2023,CAB0438,Intra-Asia,hyperscaler,7.0,19.0,2912.0,4.0,,640.6,436.7,42.1,0.0,70.0,0.0,27.0,0.0,1.0,0.0,0.0,0,6,0.125,1
2024,CAB0438,Intra-Asia,hyperscaler,8.0,19.0,2912.0,4.0,,640.6,501.6,50.6,0.0,75.0,0.0,28.6,1.0,0.0,0.0,1.0,0,0,0.2222222222222222,1
2025,CAB0438,Intra-Asia,hyperscaler,9.0,19.0,2912.0,4.0,,640.6,534.6,46.2,0.0,77.0,0.0,30.2,0.0,0.0,1.0,1.0,0,1,0.2,1
2018,CAB0439,Americas,hyperscaler,0.0,7.0,5359.0,3.0,,256.0,66.4,8.9,1.0,31.0,1.0,19.8,0.0,0.0,,0.0,1,99,0.0,0
2019,CAB0439,Americas,hyperscaler,1.0,7.0,5359.0,3.0,,256.0,80.8,30.8,1.0,32.0,1.0,21.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2020,CAB0439,Americas,hyperscaler,2.0,7.0,5359.0,3.0,,256.0,83.1,52.9,1.0,33.0,1.0,23.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2021,CAB0439,Americas,hyperscaler,3.0,7.0,5359.0,3.0,,256.0,112.0,66.9,1.0,37.0,1.0,24.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0439,Americas,hyperscaler,4.0,7.0,5359.0,3.0,,256.0,128.8,65.3,1.0,37.0,1.0,26.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0439,Americas,hyperscaler,5.0,7.0,5359.0,3.0,,256.0,149.5,66.0,1.0,37.0,1.0,27.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0439,Americas,hyperscaler,6.0,7.0,5359.0,3.0,,256.0,150.9,19.1,1.0,39.0,1.0,29.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0439,Americas,hyperscaler,7.0,7.0,5359.0,3.0,,256.0,180.0,19.3,1.0,39.0,1.0,31.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0440,EMEA-Asia,carrier,5.0,24.0,17158.0,4.0,,603.4,314.4,48.8,1.0,27.0,1.0,27.8,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0440,EMEA-Asia,carrier,6.0,24.0,17158.0,4.0,,603.4,340.8,41.1,1.0,29.0,1.0,29.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0440,EMEA-Asia,carrier,7.0,24.0,17158.0,4.0,,603.4,405.3,72.6,1.0,32.0,1.0,31.0,0.0,1.0,0.0,0.0,1,99,0.0,0
2018,CAB0440,EMEA-Asia,carrier,8.0,24.0,17158.0,4.0,,603.4,389.0,75.1,1.0,34.0,1.0,32.5,1.0,0.0,0.0,1.0,0,0,0.25,1
2019,CAB0440,EMEA-Asia,carrier,9.0,24.0,17158.0,4.0,,603.4,442.1,44.7,1.0,37.0,1.0,34.1,0.0,0.0,1.0,1.0,0,1,0.2,1
2020,CAB0440,EMEA-Asia,carrier,10.0,24.0,17158.0,4.0,,603.4,535.3,81.1,1.0,40.0,0.0,15.9,0.0,0.0,0.0,1.0,0,2,0.16666666666666666,1
2021,CAB0440,EMEA-Asia,carrier,11.0,24.0,17158.0,4.0,,603.4,516.5,72.2,1.0,44.0,0.0,17.5,0.0,0.0,0.0,0.0,0,3,0.14285714285714285,1
2022,CAB0440,EMEA-Asia,carrier,12.0,24.0,17158.0,4.0,,603.4,544.9,34.4,1.0,45.0,0.0,19.0,0.0,0.0,0.0,0.0,0,4,0.125,1
