year,cable_id,ocean_route,operator_type,rfs_year,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,design_life_years,route_redundancy,is_low_redundancy,vulnerability_index,fault_cause,fault_this_year,fault_next_year
2022,CAB0371,Intra-Asia,consortium,2005,17,3,3748.0,5,Taiwan-Strait,54.0,54.0,51.1,1,25,70,0,54.8,none,0,0.0
2023,CAB0371,Intra-Asia,consortium,2005,18,3,3748.0,5,Taiwan-Strait,54.0,54.0,94.8,1,25,70,0,56.3,none,0,1.0
2024,CAB0371,Intra-Asia,consortium,2005,19,3,3748.0,5,Taiwan-Strait,54.0,54.0,47.6,1,25,75,0,57.9,fishing_anchor,1,0.0
2025,CAB0371,Intra-Asia,consortium,2005,20,3,3748.0,5,Taiwan-Strait,54.0,54.0,100.0,1,25,77,0,59.5,none,0,1.0
2026,CAB0371,Intra-Asia,consortium,2005,21,3,3748.0,5,Taiwan-Strait,54.0,54.0,75.5,1,25,77,0,61.1,fishing_anchor,1,
2015,CAB0372,Intra-Europe,government,2002,13,11,1542.0,5,None,150.9,150.9,47.0,0,25,41,0,36.5,none,0,0.0
2016,CAB0372,Intra-Europe,government,2002,14,11,1542.0,5,None,150.9,150.9,100.0,0,25,42,0,38.1,none,0,1.0
2017,CAB0372,Intra-Europe,government,2002,15,11,1542.0,5,None,150.9,150.9,63.9,0,25,44,0,39.7,fishing_anchor,1,0.0
2018,CAB0372,Intra-Europe,government,2002,16,11,1542.0,5,None,150.9,150.9,34.7,0,25,45,0,41.3,none,0,0.0
2019,CAB0372,Intra-Europe,government,2002,17,11,1542.0,5,None,150.9,150.9,100.0,0,25,47,0,42.9,none,0,1.0
2020,CAB0372,Intra-Europe,government,2002,18,11,1542.0,5,None,150.9,150.9,61.9,0,25,49,0,44.4,fishing_anchor,1,1.0
2021,CAB0372,Intra-Europe,government,2002,19,11,1542.0,5,None,150.9,150.9,100.0,0,25,49,0,46.0,fishing_anchor,1,0.0
2022,CAB0372,Intra-Europe,government,2002,20,11,1542.0,5,None,150.9,150.9,57.5,0,25,52,0,47.6,none,0,0.0
2023,CAB0372,Intra-Europe,government,2002,21,11,1542.0,5,None,150.9,150.9,100.0,0,25,53,0,49.2,none,0,0.0
2024,CAB0372,Intra-Europe,government,2002,22,11,1542.0,5,None,150.9,150.9,64.2,0,25,53,0,50.8,none,0,0.0
2025,CAB0372,Intra-Europe,government,2002,23,11,1542.0,5,None,150.9,150.9,92.8,0,25,58,0,52.4,none,0,0.0
2026,CAB0372,Intra-Europe,government,2002,24,11,1542.0,5,None,150.9,150.9,100.0,0,25,60,0,54.0,none,0,
2016,CAB0373,Intra-Asia,carrier,2016,0,14,3300.0,6,None,472.0,131.3,37.8,1,25,59,0,0.0,fishing_anchor,1,1.0
2017,CAB0373,Intra-Asia,carrier,2016,1,14,3300.0,6,None,472.0,143.5,72.9,1,25,60,0,1.6,fishing_anchor,1,0.0
2018,CAB0373,Intra-Asia,carrier,2016,2,14,3300.0,6,None,472.0,204.1,26.2,1,25,62,0,3.2,none,0,1.0
2019,CAB0373,Intra-Asia,carrier,2016,3,14,3300.0,6,None,472.0,243.8,38.7,1,25,64,0,4.8,equipment,1,0.0
2020,CAB0373,Intra-Asia,carrier,2016,4,14,3300.0,6,None,472.0,227.1,73.9,1,25,66,0,6.3,none,0,0.0
2021,CAB0373,Intra-Asia,carrier,2016,5,14,3300.0,6,None,472.0,254.4,73.3,1,25,69,0,7.9,none,0,1.0
2022,CAB0373,Intra-Asia,carrier,2016,6,14,3300.0,6,None,472.0,274.5,81.9,1,25,70,0,9.5,equipment,1,1.0
2023,CAB0373,Intra-Asia,carrier,2016,7,14,3300.0,6,None,472.0,320.9,49.4,1,25,70,0,11.1,fishing_anchor,1,0.0
2024,CAB0373,Intra-Asia,carrier,2016,8,14,3300.0,6,None,472.0,369.1,100.0,1,25,75,0,12.7,none,0,0.0
2025,CAB0373,Intra-Asia,carrier,2016,9,14,3300.0,6,None,472.0,340.3,84.3,1,25,77,0,14.3,none,0,1.0
2026,CAB0373,Intra-Asia,carrier,2016,10,14,3300.0,6,None,472.0,402.9,66.8,1,25,77,0,15.9,fishing_anchor,1,
2017,CAB0374,Africa-Coastal,consortium,2017,0,20,4988.0,6,None,702.9,159.6,39.2,0,25,40,0,15.9,none,0,0.0
2018,CAB0374,Africa-Coastal,consortium,2017,1,20,4988.0,6,None,702.9,223.0,60.0,0,25,40,0,17.5,none,0,0.0
2019,CAB0374,Africa-Coastal,consortium,2017,2,20,4988.0,6,None,702.9,241.8,55.4,0,25,42,0,19.0,none,0,0.0
2020,CAB0374,Africa-Coastal,consortium,2017,3,20,4988.0,6,None,702.9,281.7,38.0,0,25,43,0,20.6,none,0,0.0
2021,CAB0374,Africa-Coastal,consortium,2017,4,20,4988.0,6,None,702.9,337.2,15.9,0,25,44,0,22.2,none,0,0.0
2022,CAB0374,Africa-Coastal,consortium,2017,5,20,4988.0,6,None,702.9,377.8,39.2,0,25,45,0,23.8,none,0,0.0
2023,CAB0374,Africa-Coastal,consortium,2017,6,20,4988.0,6,None,702.9,411.2,31.6,0,25,47,0,25.4,none,0,0.0
2024,CAB0374,Africa-Coastal,consortium,2017,7,20,4988.0,6,None,702.9,496.9,92.1,0,25,49,0,27.0,none,0,0.0
2025,CAB0374,Africa-Coastal,consortium,2017,8,20,4988.0,6,None,702.9,526.3,41.0,0,25,52,0,28.6,none,0,0.0
2026,CAB0374,Africa-Coastal,consortium,2017,9,20,4988.0,6,None,702.9,478.5,45.2,0,25,53,0,30.2,none,0,
2025,CAB0375,Intra-Asia,consortium,2025,0,48,6556.0,10,Taiwan-Strait,2235.4,587.4,2.9,0,25,77,0,43.7,none,0,0.0
2026,CAB0375,Intra-Asia,consortium,2025,1,48,6556.0,10,Taiwan-Strait,2235.4,715.4,38.0,0,25,77,0,45.2,none,0,
2015,CAB0376,Intra-Europe,carrier,1999,16,2,579.0,4,None,18.9,18.9,68.4,0,25,41,0,41.3,none,0,0.0
2016,CAB0376,Intra-Europe,carrier,1999,17,2,579.0,4,None,18.9,18.9,100.0,0,25,42,0,42.9,none,0,0.0
2017,CAB0376,Intra-Europe,carrier,1999,18,2,579.0,4,None,18.9,18.9,59.6,0,25,44,0,44.4,none,0,1.0
2018,CAB0376,Intra-Europe,carrier,1999,19,2,579.0,4,None,18.9,18.9,79.9,0,25,45,0,46.0,fishing_anchor,1,0.0
2019,CAB0376,Intra-Europe,carrier,1999,20,2,579.0,4,None,18.9,18.9,79.6,0,25,47,0,47.6,none,0,0.0
2020,CAB0376,Intra-Europe,carrier,1999,21,2,579.0,4,None,18.9,18.9,100.0,0,25,49,0,49.2,none,0,0.0
2021,CAB0376,Intra-Europe,carrier,1999,22,2,579.0,4,None,18.9,18.9,100.0,0,25,49,0,50.8,none,0,0.0
2022,CAB0376,Intra-Europe,carrier,1999,23,2,579.0,4,None,18.9,18.9,100.0,0,25,52,0,52.4,none,0,0.0
2023,CAB0376,Intra-Europe,carrier,1999,24,2,579.0,4,None,18.9,18.9,100.0,0,25,53,0,54.0,none,0,0.0
2024,CAB0376,Intra-Europe,carrier,1999,25,2,579.0,4,None,18.9,18.9,92.0,0,25,53,0,55.6,none,0,0.0
2025,CAB0376,Intra-Europe,carrier,1999,26,2,579.0,4,None,18.9,18.9,93.2,0,25,58,0,57.1,none,0,0.0
2026,CAB0376,Intra-Europe,carrier,1999,27,2,579.0,4,None,18.9,18.9,100.0,0,25,60,0,58.7,none,0,
2015,CAB0377,EMEA-Asia,consortium,2014,1,4,10438.0,3,None,123.4,35.0,65.1,1,25,27,1,21.4,none,0,0.0
2016,CAB0377,EMEA-Asia,consortium,2014,2,4,10438.0,3,None,123.4,46.6,10.5,1,25,29,1,23.0,none,0,0.0
2017,CAB0377,EMEA-Asia,consortium,2014,3,4,10438.0,3,None,123.4,48.1,55.4,1,25,32,1,24.6,none,0,0.0
2018,CAB0377,EMEA-Asia,consortium,2014,4,4,10438.0,3,None,123.4,54.8,47.6,1,25,34,1,26.2,none,0,0.0
2019,CAB0377,EMEA-Asia,consortium,2014,5,4,10438.0,3,None,123.4,62.5,42.4,1,25,37,1,27.8,none,0,0.0
2020,CAB0377,EMEA-Asia,consortium,2014,6,4,10438.0,3,None,123.4,75.2,25.6,1,25,40,0,9.5,none,0,0.0
2021,CAB0377,EMEA-Asia,consortium,2014,7,4,10438.0,3,None,123.4,69.2,59.1,1,25,44,0,11.1,none,0,0.0
2022,CAB0377,EMEA-Asia,consortium,2014,8,4,10438.0,3,None,123.4,92.3,70.6,1,25,45,0,12.7,none,0,0.0
2023,CAB0377,EMEA-Asia,consortium,2014,9,4,10438.0,3,None,123.4,103.0,35.7,1,25,47,0,14.3,none,0,0.0
2024,CAB0377,EMEA-Asia,consortium,2014,10,4,10438.0,3,None,123.4,99.9,46.2,1,25,48,0,15.9,none,0,0.0
2025,CAB0377,EMEA-Asia,consortium,2014,11,4,10438.0,3,None,123.4,102.0,69.6,1,25,47,0,17.5,none,0,0.0
2026,CAB0377,EMEA-Asia,consortium,2014,12,4,10438.0,3,None,123.4,123.4,58.3,1,25,47,0,19.0,none,0,
2021,CAB0378,Indian-Ocean,carrier,2021,0,8,9403.0,4,Malacca,326.9,90.1,61.9,0,25,39,1,63.5,none,0,0.0
2022,CAB0378,Indian-Ocean,carrier,2021,1,8,9403.0,4,Malacca,326.9,99.1,27.3,0,25,39,1,65.1,none,0,0.0
2023,CAB0378,Indian-Ocean,carrier,2021,2,8,9403.0,4,Malacca,326.9,132.9,51.4,0,25,40,0,46.8,none,0,0.0
2024,CAB0378,Indian-Ocean,carrier,2021,3,8,9403.0,4,Malacca,326.9,154.3,45.4,0,25,41,0,48.4,none,0,0.0
2025,CAB0378,Indian-Ocean,carrier,2021,4,8,9403.0,4,Malacca,326.9,163.5,51.5,0,25,44,0,50.0,none,0,0.0
2026,CAB0378,Indian-Ocean,carrier,2021,5,8,9403.0,4,Malacca,326.9,193.7,90.2,0,25,43,0,51.6,none,0,
2015,CAB0379,Indian-Ocean,consortium,2009,6,7,6044.0,3,Bab-el-Mandeb,166.0,101.7,61.6,1,25,31,1,57.1,none,0,0.0
2016,CAB0379,Indian-Ocean,consortium,2009,7,7,6044.0,3,Bab-el-Mandeb,166.0,111.8,65.9,1,25,33,1,58.7,none,0,1.0
2017,CAB0379,Indian-Ocean,consortium,2009,8,7,6044.0,3,Bab-el-Mandeb,166.0,125.6,32.7,1,25,33,1,60.3,fishing_anchor,1,0.0
2018,CAB0379,Indian-Ocean,consortium,2009,9,7,6044.0,3,Bab-el-Mandeb,166.0,138.5,87.8,1,25,35,1,61.9,none,0,1.0
2019,CAB0379,Indian-Ocean,consortium,2009,10,7,6044.0,3,Bab-el-Mandeb,166.0,140.1,69.9,1,25,35,1,63.5,fishing_anchor,1,0.0
2020,CAB0379,Indian-Ocean,consortium,2009,11,7,6044.0,3,Bab-el-Mandeb,166.0,159.9,52.2,1,25,36,1,65.1,none,0,0.0
2021,CAB0379,Indian-Ocean,consortium,2009,12,7,6044.0,3,Bab-el-Mandeb,166.0,166.0,73.6,1,25,39,1,66.7,none,0,0.0
2022,CAB0379,Indian-Ocean,consortium,2009,13,7,6044.0,3,Bab-el-Mandeb,166.0,166.0,46.4,1,25,39,1,68.3,none,0,0.0
2023,CAB0379,Indian-Ocean,consortium,2009,14,7,6044.0,3,Bab-el-Mandeb,166.0,163.5,60.3,1,25,40,0,50.0,none,0,1.0
2024,CAB0379,Indian-Ocean,consortium,2009,15,7,6044.0,3,Bab-el-Mandeb,166.0,166.0,85.5,1,25,41,0,51.6,fishing_anchor,1,0.0
2025,CAB0379,Indian-Ocean,consortium,2009,16,7,6044.0,3,Bab-el-Mandeb,166.0,166.0,79.0,1,25,44,0,53.2,none,0,1.0
2026,CAB0379,Indian-Ocean,consortium,2009,17,7,6044.0,3,Bab-el-Mandeb,166.0,166.0,82.0,1,25,43,0,54.8,fishing_anchor,1,
2024,CAB0380,Intra-Asia,consortium,2024,0,24,5230.0,4,Taiwan-Strait,1083.4,242.9,13.2,1,25,75,0,27.8,none,0,0.0
2025,CAB0380,Intra-Asia,consortium,2024,1,24,5230.0,4,Taiwan-Strait,1083.4,389.0,75.6,1,25,77,0,29.4,none,0,0.0
2026,CAB0380,Intra-Asia,consortium,2024,2,24,5230.0,4,Taiwan-Strait,1083.4,296.9,42.6,1,25,77,0,31.0,none,0,
2015,CAB0381,Trans-Pacific,consortium,2009,6,3,11882.0,3,None,71.1,41.3,65.3,1,25,35,1,29.4,none,0,0.0
2016,CAB0381,Trans-Pacific,consortium,2009,7,3,11882.0,3,None,71.1,50.8,84.4,1,25,37,1,31.0,none,0,0.0
2017,CAB0381,Trans-Pacific,consortium,2009,8,3,11882.0,3,None,71.1,51.6,45.5,1,25,38,1,32.5,none,0,0.0
2018,CAB0381,Trans-Pacific,consortium,2009,9,3,11882.0,3,None,71.1,53.4,62.2,1,25,39,1,34.1,none,0,0.0
2019,CAB0381,Trans-Pacific,consortium,2009,10,3,11882.0,3,None,71.1,64.4,31.3,1,25,41,0,15.9,none,0,1.0
2020,CAB0381,Trans-Pacific,consortium,2009,11,3,11882.0,3,None,71.1,67.3,52.1,1,25,42,0,17.5,fishing_anchor,1,0.0
2021,CAB0381,Trans-Pacific,consortium,2009,12,3,11882.0,3,None,71.1,64.0,53.4,1,25,43,0,19.0,none,0,0.0
2022,CAB0381,Trans-Pacific,consortium,2009,13,3,11882.0,3,None,71.1,71.1,66.9,1,25,45,0,20.6,none,0,0.0
2023,CAB0381,Trans-Pacific,consortium,2009,14,3,11882.0,3,None,71.1,71.1,71.1,1,25,47,0,22.2,none,0,1.0
2024,CAB0381,Trans-Pacific,consortium,2009,15,3,11882.0,3,None,71.1,71.1,46.3,1,25,49,0,23.8,fishing_anchor,1,0.0
2025,CAB0381,Trans-Pacific,consortium,2009,16,3,11882.0,3,None,71.1,71.1,98.3,1,25,50,0,25.4,none,0,1.0
2026,CAB0381,Trans-Pacific,consortium,2009,17,3,11882.0,3,None,71.1,71.1,53.5,1,25,48,0,27.0,fishing_anchor,1,
2015,CAB0382,Africa-Coastal,consortium,2013,2,9,9099.0,2,None,264.9,112.4,18.0,0,25,36,1,50.8,fishing_anchor,1,0.0
2016,CAB0382,Africa-Coastal,consortium,2013,3,9,9099.0,2,None,264.9,113.1,54.4,0,25,37,1,52.4,none,0,0.0
2017,CAB0382,Africa-Coastal,consortium,2013,4,9,9099.0,2,None,264.9,109.2,30.1,0,25,40,0,34.1,none,0,0.0
2018,CAB0382,Africa-Coastal,consortium,2013,5,9,9099.0,2,None,264.9,150.7,30.4,0,25,40,0,35.7,none,0,0.0
2019,CAB0382,Africa-Coastal,consortium,2013,6,9,9099.0,2,None,264.9,163.2,74.7,0,25,42,0,37.3,none,0,0.0
2020,CAB0382,Africa-Coastal,consortium,2013,7,9,9099.0,2,None,264.9,178.5,87.2,0,25,43,0,38.9,none,0,0.0
2021,CAB0382,Africa-Coastal,consortium,2013,8,9,9099.0,2,None,264.9,186.2,38.2,0,25,44,0,40.5,none,0,0.0
2022,CAB0382,Africa-Coastal,consortium,2013,9,9,9099.0,2,None,264.9,179.3,59.6,0,25,45,0,42.1,none,0,0.0
2023,CAB0382,Africa-Coastal,consortium,2013,10,9,9099.0,2,None,264.9,226.6,76.8,0,25,47,0,43.7,none,0,0.0
2024,CAB0382,Africa-Coastal,consortium,2013,11,9,9099.0,2,None,264.9,234.0,37.8,0,25,49,0,45.2,none,0,0.0
2025,CAB0382,Africa-Coastal,consortium,2013,12,9,9099.0,2,None,264.9,261.5,79.6,0,25,52,0,46.8,none,0,1.0
2026,CAB0382,Africa-Coastal,consortium,2013,13,9,9099.0,2,None,264.9,264.9,77.6,0,25,53,0,48.4,fishing_anchor,1,
2015,CAB0383,Trans-Atlantic,consortium,2010,5,16,7326.0,2,None,402.3,228.6,47.0,0,25,33,1,55.6,none,0,0.0
2016,CAB0383,Trans-Atlantic,consortium,2010,6,16,7326.0,2,None,402.3,262.6,46.9,0,25,37,1,57.1,none,0,0.0
2017,CAB0383,Trans-Atlantic,consortium,2010,7,16,7326.0,2,None,402.3,278.6,45.0,0,25,37,1,58.7,none,0,0.0
2018,CAB0383,Trans-Atlantic,consortium,2010,8,16,7326.0,2,None,402.3,283.1,63.1,0,25,40,0,40.5,none,0,0.0
2019,CAB0383,Trans-Atlantic,consortium,2010,9,16,7326.0,2,None,402.3,300.5,43.4,0,25,45,0,42.1,none,0,0.0
2020,CAB0383,Trans-Atlantic,consortium,2010,10,16,7326.0,2,None,402.3,339.6,76.0,0,25,48,0,43.7,none,0,0.0
2021,CAB0383,Trans-Atlantic,consortium,2010,11,16,7326.0,2,None,402.3,378.7,66.7,0,25,50,0,45.2,none,0,0.0
2022,CAB0383,Trans-Atlantic,consortium,2010,12,16,7326.0,2,None,402.3,357.5,63.8,0,25,51,0,46.8,none,0,0.0
2023,CAB0383,Trans-Atlantic,consortium,2010,13,16,7326.0,2,None,402.3,386.0,53.4,0,25,54,0,48.4,none,0,0.0
2024,CAB0383,Trans-Atlantic,consortium,2010,14,16,7326.0,2,None,402.3,402.3,51.7,0,25,58,0,50.0,none,0,0.0
2025,CAB0383,Trans-Atlantic,consortium,2010,15,16,7326.0,2,None,402.3,402.3,39.5,0,25,62,0,51.6,none,0,1.0
2026,CAB0383,Trans-Atlantic,consortium,2010,16,16,7326.0,2,None,402.3,402.3,82.3,0,25,63,0,53.2,equipment,1,
2016,CAB0384,Trans-Atlantic,consortium,2016,0,7,5041.0,3,None,236.0,57.9,28.3,0,25,37,1,35.7,none,0,0.0
2017,CAB0384,Trans-Atlantic,consortium,2016,1,7,5041.0,3,None,236.0,63.8,14.3,0,25,37,1,37.3,none,0,0.0
2018,CAB0384,Trans-Atlantic,consortium,2016,2,7,5041.0,3,None,236.0,72.4,68.2,0,25,40,0,19.0,none,0,0.0
2019,CAB0384,Trans-Atlantic,consortium,2016,3,7,5041.0,3,None,236.0,91.5,22.1,0,25,45,0,20.6,none,0,0.0
2020,CAB0384,Trans-Atlantic,consortium,2016,4,7,5041.0,3,None,236.0,113.9,82.2,0,25,48,0,22.2,none,0,1.0
2021,CAB0384,Trans-Atlantic,consortium,2016,5,7,5041.0,3,None,236.0,110.0,58.6,0,25,50,0,23.8,fishing_anchor,1,1.0
2022,CAB0384,Trans-Atlantic,consortium,2016,6,7,5041.0,3,None,236.0,145.8,35.5,0,25,51,0,25.4,fishing_anchor,1,0.0
2023,CAB0384,Trans-Atlantic,consortium,2016,7,7,5041.0,3,None,236.0,159.1,65.0,0,25,54,0,27.0,none,0,0.0
2024,CAB0384,Trans-Atlantic,consortium,2016,8,7,5041.0,3,None,236.0,160.4,26.2,0,25,58,0,28.6,none,0,0.0
2025,CAB0384,Trans-Atlantic,consortium,2016,9,7,5041.0,3,None,236.0,169.9,100.0,0,25,62,0,30.2,none,0,0.0
2026,CAB0384,Trans-Atlantic,consortium,2016,10,7,5041.0,3,None,236.0,183.3,28.5,0,25,63,0,31.7,none,0,
2015,CAB0385,Intra-Europe,consortium,2008,7,15,2629.0,10,None,334.3,231.0,45.8,0,25,41,0,27.0,none,0,0.0
2016,CAB0385,Intra-Europe,consortium,2008,8,15,2629.0,10,None,334.3,234.0,66.5,0,25,42,0,28.6,none,0,1.0
2017,CAB0385,Intra-Europe,consortium,2008,9,15,2629.0,10,None,334.3,264.2,32.4,0,25,44,0,30.2,fishing_anchor,1,0.0
2018,CAB0385,Intra-Europe,consortium,2008,10,15,2629.0,10,None,334.3,261.8,45.7,0,25,45,0,31.7,none,0,0.0
2019,CAB0385,Intra-Europe,consortium,2008,11,15,2629.0,10,None,334.3,274.0,30.5,0,25,47,0,33.3,none,0,1.0
2020,CAB0385,Intra-Europe,consortium,2008,12,15,2629.0,10,None,334.3,310.4,45.7,0,25,49,0,34.9,suspected_external,1,1.0
2021,CAB0385,Intra-Europe,consortium,2008,13,15,2629.0,10,None,334.3,334.3,86.1,0,25,49,0,36.5,natural_hazard,1,0.0
2022,CAB0385,Intra-Europe,consortium,2008,14,15,2629.0,10,None,334.3,334.3,61.1,0,25,52,0,38.1,none,0,0.0
2023,CAB0385,Intra-Europe,consortium,2008,15,15,2629.0,10,None,334.3,334.3,85.7,0,25,53,0,39.7,none,0,0.0
2024,CAB0385,Intra-Europe,consortium,2008,16,15,2629.0,10,None,334.3,334.3,100.0,0,25,53,0,41.3,none,0,0.0
2025,CAB0385,Intra-Europe,consortium,2008,17,15,2629.0,10,None,334.3,334.3,37.4,0,25,58,0,42.9,none,0,0.0
2026,CAB0385,Intra-Europe,consortium,2008,18,15,2629.0,10,None,334.3,334.3,88.9,0,25,60,0,44.4,none,0,
2023,CAB0386,EMEA-Asia,consortium,2023,0,11,10366.0,5,Suez,480.9,139.4,10.0,1,25,47,0,27.8,none,0,0.0
2024,CAB0386,EMEA-Asia,consortium,2023,1,11,10366.0,5,Suez,480.9,170.5,11.5,1,25,48,0,29.4,none,0,1.0
2025,CAB0386,EMEA-Asia,consortium,2023,2,11,10366.0,5,Suez,480.9,147.4,59.4,1,25,47,0,31.0,suspected_external,1,0.0
2026,CAB0386,EMEA-Asia,consortium,2023,3,11,10366.0,5,Suez,480.9,254.6,67.8,1,25,47,0,32.5,none,0,
2018,CAB0387,Indian-Ocean,hyperscaler,2018,0,21,10736.0,7,None,768.0,180.3,60.2,0,25,35,1,35.7,none,0,1.0
2019,CAB0387,Indian-Ocean,hyperscaler,2018,1,21,10736.0,7,None,768.0,250.4,70.0,0,25,35,1,37.3,fishing_anchor,1,1.0
2020,CAB0387,Indian-Ocean,hyperscaler,2018,2,21,10736.0,7,None,768.0,306.7,78.2,0,25,36,1,38.9,fishing_anchor,1,0.0
2021,CAB0387,Indian-Ocean,hyperscaler,2018,3,21,10736.0,7,None,768.0,353.4,21.4,0,25,39,1,40.5,none,0,0.0
2022,CAB0387,Indian-Ocean,hyperscaler,2018,4,21,10736.0,7,None,768.0,361.1,52.9,0,25,39,1,42.1,none,0,0.0
2023,CAB0387,Indian-Ocean,hyperscaler,2018,5,21,10736.0,7,None,768.0,404.0,52.8,0,25,40,0,23.8,none,0,0.0
2024,CAB0387,Indian-Ocean,hyperscaler,2018,6,21,10736.0,7,None,768.0,380.2,50.0,0,25,41,0,25.4,none,0,0.0
2025,CAB0387,Indian-Ocean,hyperscaler,2018,7,21,10736.0,7,None,768.0,535.1,53.9,0,25,44,0,27.0,none,0,0.0
2026,CAB0387,Indian-Ocean,hyperscaler,2018,8,21,10736.0,7,None,768.0,580.1,68.9,0,25,43,0,28.6,none,0,
2015,CAB0388,Indian-Ocean,consortium,2012,3,13,12946.0,9,Suez,364.0,166.3,83.7,1,25,31,1,52.4,none,0,0.0
2016,CAB0388,Indian-Ocean,consortium,2012,4,13,12946.0,9,Suez,364.0,170.4,83.9,1,25,33,1,54.0,none,0,0.0
2017,CAB0388,Indian-Ocean,consortium,2012,5,13,12946.0,9,Suez,364.0,230.6,64.2,1,25,33,1,55.6,none,0,0.0
2018,CAB0388,Indian-Ocean,consortium,2012,6,13,12946.0,9,Suez,364.0,243.0,44.3,1,25,35,1,57.1,none,0,0.0
2019,CAB0388,Indian-Ocean,consortium,2012,7,13,12946.0,9,Suez,364.0,241.5,20.0,1,25,35,1,58.7,none,0,1.0
2020,CAB0388,Indian-Ocean,consortium,2012,8,13,12946.0,9,Suez,364.0,247.2,70.5,1,25,36,1,60.3,fishing_anchor,1,0.0
2021,CAB0388,Indian-Ocean,consortium,2012,9,13,12946.0,9,Suez,364.0,279.2,29.9,1,25,39,1,61.9,none,0,0.0
2022,CAB0388,Indian-Ocean,consortium,2012,10,13,12946.0,9,Suez,364.0,311.7,57.3,1,25,39,1,63.5,none,0,1.0
2023,CAB0388,Indian-Ocean,consortium,2012,11,13,12946.0,9,Suez,364.0,323.0,74.4,1,25,40,0,45.2,fishing_anchor,1,0.0
2024,CAB0388,Indian-Ocean,consortium,2012,12,13,12946.0,9,Suez,364.0,352.8,72.1,1,25,41,0,46.8,none,0,0.0
2025,CAB0388,Indian-Ocean,consortium,2012,13,13,12946.0,9,Suez,364.0,356.5,100.0,1,25,44,0,48.4,none,0,0.0
2026,CAB0388,Indian-Ocean,consortium,2012,14,13,12946.0,9,Suez,364.0,364.0,50.6,1,25,43,0,50.0,none,0,
2015,CAB0389,Intra-Asia,consortium,2001,14,8,2936.0,7,Malacca,98.3,98.3,62.4,1,25,53,0,50.0,fishing_anchor,1,0.0
2016,CAB0389,Intra-Asia,consortium,2001,15,8,2936.0,7,Malacca,98.3,98.3,62.7,1,25,59,0,51.6,none,0,0.0
2017,CAB0389,Intra-Asia,consortium,2001,16,8,2936.0,7,Malacca,98.3,98.3,62.0,1,25,60,0,53.2,none,0,0.0
2018,CAB0389,Intra-Asia,consortium,2001,17,8,2936.0,7,Malacca,98.3,98.3,100.0,1,25,62,0,54.8,none,0,0.0
2019,CAB0389,Intra-Asia,consortium,2001,18,8,2936.0,7,Malacca,98.3,98.3,75.7,1,25,64,0,56.3,none,0,0.0
2020,CAB0389,Intra-Asia,consortium,2001,19,8,2936.0,7,Malacca,98.3,98.3,80.3,1,25,66,0,57.9,none,0,0.0
2021,CAB0389,Intra-Asia,consortium,2001,20,8,2936.0,7,Malacca,98.3,98.3,100.0,1,25,69,0,59.5,none,0,0.0
2022,CAB0389,Intra-Asia,consortium,2001,21,8,2936.0,7,Malacca,98.3,98.3,100.0,1,25,70,0,61.1,none,0,0.0
2023,CAB0389,Intra-Asia,consortium,2001,22,8,2936.0,7,Malacca,98.3,98.3,100.0,1,25,70,0,62.7,none,0,1.0
2024,CAB0389,Intra-Asia,consortium,2001,23,8,2936.0,7,Malacca,98.3,98.3,84.9,1,25,75,0,64.3,fishing_anchor,1,0.0
2025,CAB0389,Intra-Asia,consortium,2001,24,8,2936.0,7,Malacca,98.3,98.3,74.3,1,25,77,0,65.9,none,0,1.0
2026,CAB0389,Intra-Asia,consortium,2001,25,8,2936.0,7,Malacca,98.3,98.3,100.0,1,25,77,0,67.5,equipment,1,
2015,CAB0390,Indian-Ocean,hyperscaler,2013,2,27,9180.0,2,None,794.6,251.7,18.0,0,25,31,1,50.8,none,0,0.0
2016,CAB0390,Indian-Ocean,hyperscaler,2013,3,27,9180.0,2,None,794.6,296.7,82.3,0,25,33,1,52.4,none,0,0.0
2017,CAB0390,Indian-Ocean,hyperscaler,2013,4,27,9180.0,2,None,794.6,432.3,50.5,0,25,33,1,54.0,none,0,0.0
2018,CAB0390,Indian-Ocean,hyperscaler,2013,5,27,9180.0,2,None,794.6,383.7,43.5,0,25,35,1,55.6,none,0,0.0
2019,CAB0390,Indian-Ocean,hyperscaler,2013,6,27,9180.0,2,None,794.6,479.8,24.5,0,25,35,1,57.1,none,0,1.0
2020,CAB0390,Indian-Ocean,hyperscaler,2013,7,27,9180.0,2,None,794.6,585.2,32.0,0,25,36,1,58.7,natural_hazard,1,0.0
2021,CAB0390,Indian-Ocean,hyperscaler,2013,8,27,9180.0,2,None,794.6,597.8,54.5,0,25,39,1,60.3,none,0,0.0
2022,CAB0390,Indian-Ocean,hyperscaler,2013,9,27,9180.0,2,None,794.6,654.4,53.8,0,25,39,1,61.9,none,0,0.0
2023,CAB0390,Indian-Ocean,hyperscaler,2013,10,27,9180.0,2,None,794.6,636.0,41.9,0,25,40,0,43.7,none,0,0.0
2024,CAB0390,Indian-Ocean,hyperscaler,2013,11,27,9180.0,2,None,794.6,722.7,67.6,0,25,41,0,45.2,none,0,0.0
2025,CAB0390,Indian-Ocean,hyperscaler,2013,12,27,9180.0,2,None,794.6,713.2,63.1,0,25,44,0,46.8,none,0,0.0
